	final_prompt
84	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: He means that the value of the act is not in any other place than the duty, that is to say in any place coming from a desire or a propensity; not at all the target.
English human reference: He means that the value of an act is not in a purpose other than duty , that is to say , in a purpose coming from a desire or propensity ; not that there is no purpose at all .

Score: [/INST]"
85	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The first question is how much their worth is due to irrationality.
English human reference: The first question is how much their value stems from irrationality .

Score: [/INST]"
86	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The main responsibility of the facilitator is to pay the Agency a fee, the size of which is usually agreed by the parties to the agreement.
English human reference: The main responsibility of the mandator is to pay the agent a fee , the amount of which is usually agreed in the contract between the parties .

Score: [/INST]"
87	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: There are two possible approaches to the value of human beings.
English human reference: There are two possible approaches to the value of human beings .

Score: [/INST]"
88	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The attack by the military led in the hands of the French and Preis troops.
English human reference: The attack by the cavalry set off a scuffle between the French and Prussian infantry .

Score: [/INST]"
89	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The Pasteur has shown that a whole dog who had been dried up and destroyed by a dead dog of rabies has not been infected with rabies.
English human reference: Pasteur showned that a healthy dog , who was injected with dried and milled spinal cord of a dog who died of rabies , was not infected with rabies .

Score: [/INST]"
90	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The prerequisite for Fatalisness is simply that there is truth, and truth has nothing to do with the passing of time.
English human reference: The prerequisite of fatalism is simply that there is truth , and truth has nothing to do with the passing of time .

Score: [/INST]"
91	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This may be due to the impenetration of vessels with two cannon-personnel or to the more powerful introduction of a plan for a ship later on.
English human reference: This may have been due to inexperience in building ships with two cannon decks or a plan to place even more powerful weapons on board later .

Score: [/INST]"
92	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Alfons Rebane proposed to Wagner that his fight group should have moved on to the city's shores, restricting the bridge's head.
English human reference: Alfons Rebane proposed to Wagner that his fight group would have moved on in the city along the bank of Emajõgi , surrounding the bridgehead .

Score: [/INST]"
93	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Second Livestock of the Power Left Mahler [near Klagenfurt in Maiernigg, Wörtheras on the side of Maiernigg
English human reference: pisivasakulMahler 's second creative cabin near [ [ Klagenfurt in Maiernigg , on the shore of Wörthersee

Score: [/INST]"
94	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In Chittagoni, Bangladesh, there was an explosion on a naval base which caused serious injuries to 6 navies.
English human reference: In Chittagong , Bangladesh , there was an explosion on a naval base which caused serious injuries to 6 marines .

Score: [/INST]"
95	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The few that did so soon ceased to give up new problems and became a tool for engineers.
English human reference: The few that did so soon ceased to generate new problems and became a tool for engineers .

Score: [/INST]"
96	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: So the question of whether someone is doing their duty depends on the extent to which they are complying with moral law.
English human reference: So the question of whether someone is doing their duty depends on the extent to which they are complying with moral law .

Score: [/INST]"
97	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The fight against abuses of power, especially in the police and other forces, is ineffective.
English human reference: The fight against abuses of power , especially in the police and other enforcement authorities , is ineffective .

Score: [/INST]"
98	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Right at the start of the first paragraph, it says who the man is.
English human reference: Right at the start of the first paragraph , it says who the character is .

Score: [/INST]"
99	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The high percentage of poor people, low levels of education and the weakness of the legal system and power can lead to the failure of economic reforms.
English human reference: The high percentage of poor people , low levels of education and the weakness of the legal system and government can lead to the failure of economic reforms .

Score: [/INST]"
100	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The aims of happiness cannot be the basis of universally and inevitably of existing laws.
English human reference: The aims of happiness cannot be the basis of universally and inevitably existing laws .

Score: [/INST]"
101	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Apart from cultural values, only a mere fact remains true in history.
English human reference: Apart from cultural values , only a bare fact remains true in history .

Score: [/INST]"
102	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: He was in office until 1889, when Alfred Sharpe was appointed.
English human reference: He was in office until 1889 , when Alfred Sharpe was appointed .

Score: [/INST]"
103	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Science can dictate and change the way in which it works in some respects, but it cannot add value, so it is not a moral cry.
English human reference: Science can guide morals and change its direction in some respects , but it cannot accommodate morals , and consequently , moral philosophy , either .

Score: [/INST]"
104	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The soldiers died as a result of two bombings along the road.
English human reference: The soldiers died as a result of two bombings along the road .

Score: [/INST]"
105	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: They could only stay on the island of Jones, who had recently sent two Europeans who did not like her to the high seas.
English human reference: They could only stay on the island at the mercy of Jones ; Jones had recently sent two Europeans whom he did not like floating on the high seas .

Score: [/INST]"
106	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The opposite offered an unprecedented challenge to the archaeologists.
English human reference: Vasa offered an unprecedented challenge to archaeologists .

Score: [/INST]"
107	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This article reflects the period from 1 July 2014 to 30 September 2014.
English human reference: This article reflects the period from 1 July 2014 to 30 September 2014 .

Score: [/INST]"
108	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: It forced the French out, and at about the same time it attacked the Third Colonn Sokolnitz Canaries.
English human reference: It forced the French out , and at about the same time the third column attacked the Sokolnitz castle .

Score: [/INST]"
109	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Some of them are nationwide, some regional, mainly targeted at foreign populations.
English human reference: Some of them are nationwide , some regional , some mainly targeted at foreign populations .

Score: [/INST]"
110	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: For example, the KGB archipelago, or dossier, etc.
English human reference: For example , a document or dossier , etc . , from the KGB archive would serve as direct evidence

Score: [/INST]"
111	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Commitments are a type of ethical consideration that directly links importance and priority.
English human reference: Commitments are a type of ethical consideration that directly links importance and priority .

Score: [/INST]"
112	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: More than seventy people were injured, of whom fifty-eight were taken to hospitals.
English human reference: More than seventy people were injured , of whom fifty-eight were taken to hospitals .

Score: [/INST]"
113	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: It would be more illuminating to think about the impact of Pedro's projects on Jim's decision and not about the impact of Jim projects on the paedophiles.
English human reference: It would be more illuminating to think about the impact of Pedro 's projects on Jim 's decision and not about the impact of Jim projects on Pedro .

Score: [/INST]"
114	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The meeting focused on the future of the European Union as regards the process of the Constitutional Treaty for Europe, the enlargement of the European Union and cooperation with Russia.
English human reference: The meeting focused on the future of the European Union as regards the process of the Constitutional Treaty for Europe , the enlargement of the European Union and cooperation with Russia .

Score: [/INST]"
115	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: He was a egotism and he was unable to care about the feelings of others.
English human reference: He was egocentric and unable to care for the feelings of others .

Score: [/INST]"
116	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The Pakistani authorities have lifted the house arrest placed on the former prime minister and opposition leader, Benazir Bhutto.
English human reference: The Pakistani authorities have lifted the house arrest placed on the former prime minister and opposition leader , Benazir Bhutto .

Score: [/INST]"
117	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In the home country, they are accused of incitement to riots against legal order and against President Rafah Correa.
English human reference: In the homeland , they are accused of inciting riots against legal order and against President Rafael Correa .

Score: [/INST]"
118	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In 1920, Robert Real's family was home to Narun, where he built a house on the streets.
English human reference: In 1920 , Robert Rebas ' family moved to Narva , where they built a house on Jaama Street .

Score: [/INST]"
119	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Nicosia thinks that such practices and rites are even desirable in many respects.
English human reference: According to Nicolaus , such multiplicity of customs and rites is even desirable .

Score: [/INST]"
120	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: It is located in the house of the teacher, V. Kedrova, where Vladimir Lenin's relatives lived in 1940.
English human reference: It is located in the house of the teacher , V. Kedrova , where Vladimir Lenin 's relatives lived in 1940 .

Score: [/INST]"
121	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Abdution is a debate in which we accept a certain proposition as a hypothesis, that is to say we recognise it as a hypothesis.
English human reference: Abdution is a deliberation in which we accept a certain proposition as a hypothesis , that is to say we recognise it as a hypothesis .

Score: [/INST]"
122	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The US army convoy in Kabul, the capital of Afghanistan, caused 7 fatal road accidents.
English human reference: A US army convoy in Kabul , the capital of Afghanistan , caused a road accident with 7 casualties .

Score: [/INST]"
123	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: He believes that his value has increased because he has won someone who has, in general, very high values.
English human reference: He believes that his value has increased because he has won over someone who is generally deemed to have a very high level of value .

Score: [/INST]"
124	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: All morals, metaphysics and justice depend on it.
English human reference: All morals , metaphysics and justice depend on it .

Score: [/INST]"
125	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The French defence minister, Mrs Goulard, stated that she did not wish to continue her position.
English human reference: The French Defence Minister , Sylvie Goulard , stated that she did not wish to continue in her position .

Score: [/INST]"
126	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Despite erroneous, but rare exceptions, the natural egoism of the people seems unquestionable.
English human reference: Despite glaring , but rare exceptions , the natural egoism of the human being seems unquestionable .

Score: [/INST]"
127	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In both states, Mitt Romney won the elections; secondly, Rick Santorum remained.
English human reference: In both states , Mitt Romney won the elections ; with Rick Santorum coming second .

Score: [/INST]"
128	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Such positions can be detected with just one thought, independently of what exists in the world.
English human reference: Such propositions can be detected with a mere thought , independently of what exists in the world .

Score: [/INST]"
129	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The average school's ""golden"" certificate was released from the entry examinations.
English human reference: The ' golden ' certificate of the upper secondary school exempted him from admission examinations .

Score: [/INST]"
130	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: He kicked his first performance in January of next year, and then appealed to the Wagner 'Reinikulla' and 'Valletta' in Hungarian.
English human reference: He postponed his first performance until the January of next year , and then performed Wagner 's "" Rheingold "" and ' Valkyrie ' in Hungarian .

Score: [/INST]"
131	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: One option would also now be to deny that there is a requirement to merge at all.
English human reference: One option would also now be to deny that there is a requirement to love at all .

Score: [/INST]"
132	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The Orthodox Church would have been given the same rights as the Catholic Church, and Orthodox bishops would have had their seats in the Senate.
English human reference: The Orthodox Church would have been given the same rights as the Catholic Church , and Orthodox bishops would have had seats in the Senate .

Score: [/INST]"
133	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: President Saakashvili, through his spokesman, announced that he was not going to meet the Prime Minister's request.
English human reference: President Saakashvili , through his spokesperson , announced that he was not going to accept the Prime Minister 's request .

Score: [/INST]"
134	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: If, at the end of last year, Christians and Jürka were dragging their feet, their women will now also find common ground in Laine and Leil.
English human reference: While Kristjan and Jürka fraternized at the end of the last year , it is now the turn for their wives , Laine and Leili , to find common ground .

Score: [/INST]"
135	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: At the meeting, ministers approved a relocation scheme of 120 000 refugees based on quotas developed by the European Commission.
English human reference: At the meeting , ministers approved a relocation scheme for 120 000 refugees based on quotas developed by the European Commission .

Score: [/INST]"
136	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Thus, self-love does not always guarantee the persistence of love.
English human reference: Thus , love based on qualities not always guarantees the persistence of love .

Score: [/INST]"
137	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This may lead to despair, as well as the loss of the world of teleological significance.
English human reference: This may lead to despair , as well as the loss of a teleologically significant world .

Score: [/INST]"
138	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In Kenya, the independence of the courts was declared unfit for the office of four senior judges by the Special committee.
English human reference: In Kenya , four senior judges were declared unfit for the office by a special committee on the independence of the courts .

Score: [/INST]"
139	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In France, there was a general strike by the aircraft manufacturer Airbus's workers, which demonstrated against the large-scale redundancies planned by the firm.
English human reference: In France , there was a general strike by the aircraft manufacturer Airbus ' workers , to demonstrated against the large-scale redundancies planned by the firm .

Score: [/INST]"
140	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Around 19 000 seafaring marines are currently based in Okinawal, and 9 000 men are transferred to the State of Hawaii.
English human reference: Of the around 19 000 marines who are currently based on Okinawa , 9 000 men will be transferred to the State of Hawaii .

Score: [/INST]"
141	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The first post office was chaired by a school teacher Andrew Wotherspaon.
English human reference: School teacher Andrew Wotherspoon became the first head of the post office .

Score: [/INST]"
142	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: I cannot believe that anyone can believe that the poor Taivo Palm is being totally unconnected.
English human reference: Are cannot believe that someone has beaten poor Taivo Palm black and blue .

Score: [/INST]"
143	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The new paradigm will give a new and stricter definition to this area.
English human reference: The new paradigm will give a new and stricter definition to this area .

Score: [/INST]"
144	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: I am saying that these principles are the generalisations of experience on physical unification and divorce.
English human reference: Mill argues that these principles are experienctial generalisations of physical addition and subtraction .

Score: [/INST]"
145	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The fundamental principles were described in Lakato as the core of the research programme.
English human reference: Lakatos called the fundamental principles the hard core of the research program .

Score: [/INST]"
146	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In the Netherlands, the Hague District Court has retained a law prohibiting the use of cafés to sell cannabis to foreign tourists.
English human reference: In the Netherlands , the Hague District Court upheld a law prohibiting visits to the cafés that sell cannabis to foreign tourists .

Score: [/INST]"
147	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The increase in industrial production was also accompanied by population growth, with Podolski becoming the Moscow Oblast city with the fastest-growing population.
English human reference: The increase in industrial production was also accompanied by population growth , with Podolsk becoming the Moscow Oblast city with the fastest-growing population .

Score: [/INST]"
148	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Many of the fictitious letters from him and him circulating at the time show that the cynics wanted to make him a forerunner of their direction.
English human reference: Many of the fictitious letters from and to him circulating at the time show that the cynics wanted to make him a predecessor of their school .

Score: [/INST]"
149	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The third wall was created during the different expansion of Edward I, as the narrow fence surrounded the Castle completely.
English human reference: The third wall was created during the Tower expansion by Edward I , as the narrow fence completely surrounded the castle .

Score: [/INST]"
150	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Roma love is a form of friendship, and friendship can be as passionate and as committed as romantic love.
English human reference: Romantic love is a form of friendship , and friendship can be as passionate and as committed as romantic love .

Score: [/INST]"
151	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In the evening, the Ukrainian flag was returned to Kramatorski's administrative building.
English human reference: In the evening , the Ukrainian flag was hoisted again on Kramatorsk 's administrative building .

Score: [/INST]"
152	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The International Criminal Court issued a warrant for the arrest of former President of the Côte d'Ivoire, Laurent Gbagbo's husband, Simone Gbagbo.
English human reference: The International Criminal Court issued a warrant for the arrest of Simone Gbagbo , the spouse of the former president of Côte d 'Ivoire , Laurent Gbagbo .

Score: [/INST]"
153	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The peacekeeping forces were powerless because, in addition to the shortage of resources, they did not have the right to intervene.
English human reference: The peacekeeping forces were powerless because , in addition to the shortage of resources , they did not have the right to intervene .

Score: [/INST]"
